product_id,product_name,price
3,Cookies - Amaretto,198.68
7,Apple - Northern Spy,732.38
8,"Soup - Campbells, Chix Gumbo",404.33
4,Chips Potato Salt Vinegar 43g,198.7
2,Praline Paste,891.26
8,Filter - Coffee,644.55
5,Cheese Cloth,255.46
4,Bread - Raisin Walnut Pull,739.62
2,Halibut - Fletches,158.86
10,Bread Sour Rolls,82.85
8,"Oil - Olive, Extra Virgin",492.56
2,Water - Perrier,691.53
10,Syrup - Kahlua Chocolate,23.49
8,"Wine - Red, Antinori Santa",649.41
4,Crackers - Trio,832.1
9,Squid - U 5,632.88
7,Lentils - Green Le Puy,255.36
6,Sugar - Invert,867.16
4,Cookie - Oreo 100x2,173.02
3,"Wine - White, Pelee Island",649.24
3,Cheese - Cheddar With Claret,231.92
10,"Peas - Pigeon, Dry",171.37
5,"Stock - Veal, White",842.35
1,Appetizer - Sausage Rolls,128.31
3,Pepsi - 600ml,164.42
8,Lobster - Tail 6 Oz,2.19
6,Foam Tray S2,155.24
1,Bacardi Breezer - Strawberry,261.09
4,Oil - Olive,883.45
10,"Beans - Navy, Dry",641.68
2,Allspice - Jamaican,258.84
9,Pop - Club Soda Can,481.7
1,Squeeze Bottle,775.66
8,Container - Clear 32 Oz,400.9
3,Apron,29.25
9,Goldschalger,159.39
10,"Beef - Outside, Round",809.6
6,Ham - Cooked Bayonne Tinned,936.67
7,Mushroom Morel Fresh,472.08
3,"Beef - Baby, Liver",839.63
8,Glove - Cutting,851.68
8,Muffin Orange Individual,440.48
7,Flower - Commercial Spider,846.42
2,"Chicken - Leg, Fresh",349.08
10,Assorted Desserts,333.26
7,Milk - Condensed,118.36
10,Five Alive Citrus,403.98
2,Rabbit - Whole,812.95
1,Pasta - Orecchiette,825.84
7,Skirt - 29 Foot,628.87
6,Pizza Pizza Dough,458.21
10,Horseradish - Prepared,119.92
6,Apples - Spartan,985.62
3,Banana Turning,309.19
1,Milk - Chocolate 500ml,734.84
8,Garlic Powder,558.8
8,Creme De Cacao White,588.73
10,Almonds Ground Blanched,947.84
2,"Doilies - 10, Paper",743.26
4,Cheese - Parmesan Cubes,513.76
5,Bar Nature Valley,34.7
2,Cups 10oz Trans,256.73
3,Ecolab - Solid Fusion,704.74
9,Appetizer - Mango Chevre,378.19
5,Juice - Apple Cider,288.41
3,"Water, Tap",596.39
1,"Chicken - Diced, Cooked",157.11
2,Puree - Blackcurrant,147.96
2,Pork Casing,797.16
8,Red Currants,714.88
8,Egg Patty Fried,976.44
2,Clementine,589.83
3,Chicken - Leg / Back Attach,566.66
1,Beer - Original Organic Lager,235.99
2,Broom - Angled,78.46
7,Nantucket Cranberry Juice,84.97
7,Beef - Short Ribs,340.23
6,Cranberry Foccacia,153.77
8,Trout - Smoked,100.28
9,Compound - Rum,952.67
8,Beer - True North Strong Ale,388.54
4,Cookie - Oreo 100x2,714.23
1,Milk - Skim,217.07
6,Juice - Orange 1.89l,877.01
4,Tart - Raisin And Pecan,354.05
10,Cheese - Brie,645.29
5,"Cheese - Havarti, Roasted Garlic",189.98
4,Ice Cream Bar - Hagen Daz,940.5
8,"Water - Spring Water, 355 Ml",491.36
9,Wine - Blue Nun Qualitatswein,141.55
6,"Quail - Whole, Boneless",729.18
7,Oven Mitts - 15 Inch,713.76
5,"Thyme - Lemon, Fresh",883.55
9,Dawn Professionl Pot And Pan,915.75
5,Syrup - Kahlua Chocolate,904.13
8,Trueblue - Blueberry Cranberry,669.76
4,Wine - Chenin Blanc K.w.v.,454.95
7,Sour Puss - Tangerine,92.11
3,Olives - Nicoise,710.48
5,Beans - Butter Lrg Lima,943.2
7,Container - Foam Dixie 12 Oz,330.86
5,Carbonated Water - Peach,465.28
10,"Bread - Bagels, Plain",681.96
5,Soup - Campbells,629.68
4,Tofu - Soft,638.03
10,Lettuce - Sea / Sea Asparagus,901.69
7,"Cheese - Manchego, Spanish",231.59
6,Cheese - Pied De Vents,562.37
1,Bar Mix - Lime,497.84
7,Wine - Conde De Valdemar,452.8
9,"Carrots - Mini, Stem On",921.11
4,"Soup - Knorr, Classic Can. Chili",219.17
10,Nantucket - Orange Mango Cktl,716.82
6,Yoghurt Tubes,683.25
3,Cheese - St. Andre,175.13
1,Water - Green Tea Refresher,666.43
8,Wine - Hardys Bankside Shiraz,626.6
4,Cheese - Pied De Vents,914.66
8,Napkin Colour,426.63
7,Container Clear 8 Oz,718.39
3,Sobe - Liz Blizz,277.24
6,Table Cloth 90x90 Colour,478.68
9,Scrubbie - Scotchbrite Hand Pad,327.51
8,Appetizer - Lobster Phyllo Roll,235.34
8,Pickles - Gherkins,382.83
3,V8 Splash Strawberry Kiwi,979.35
7,Vinegar - White Wine,167.28
1,Sprouts - Brussel,351.28
3,Chambord Royal,143.92
5,Lid Coffee Cup 8oz Blk,435.35
1,Plasticforkblack,671.51
8,Coffee Cup 16oz Foam,682.75
3,Sausage - Blood Pudding,42.48
8,Pecan Raisin - Tarts,136.82
4,Table Cloth 54x72 White,284.62
2,Table Cloth 62x114 Colour,764.12
5,"Fish - Atlantic Salmon, Cold",518.28
9,Salt And Pepper Mix - White,88.12
2,Carbonated Water - Raspberry,985.47
5,V8 - Vegetable Cocktail,978.93
5,Bread - Granary Small Pull,925.45
6,Wine - Fontanafredda Barolo,328.35
9,Veal - Provimi Inside,257.88
8,Muffin - Mix - Creme Brule 15l,240.99
7,"Trout - Hot Smkd, Dbl Fillet",984.29
10,Goulash Seasoning,353.31
1,Chicken - Ground,456.98
3,Tart - Lemon,990.66
1,Laundry - Bag Cloth,33.95
3,Pepper - Cubanelle,626.05
5,Butter Balls Salted,533.48
6,Soup - Campbells Pasta Fagioli,597.68
3,Lettuce - Frisee,97.53
9,Appetizer - Chicken Satay,327.5
7,Ecolab - Hobart Washarm End Cap,762.09
6,Jolt Cola,86.36
8,Remy Red,39.04
6,Chocolate Bar - Reese Pieces,79.56
7,Prunes - Pitted,625.56
9,Energy - Boo - Koo,243.65
6,"Salt - Rock, Course",661.28
1,"Tomatoes - Cherry, Yellow",618.7
8,Aspic - Light,903.26
6,Relish,725.45
1,"Doilies - 8, Paper",786.69
8,Pineapple - Golden,414.2
5,Flavouring - Raspberry,873.77
9,Mushroom - Portebello,304.77
9,Butter Balls Salted,851.12
6,Ice Cream Bar - Hageen Daz To,867.89
9,Flower - Dish Garden,145.01
2,Flounder - Fresh,164.8
9,Cheese - Mascarpone,727.9
2,"Bread - Dark Rye, Loaf",92.94
4,Potatoes - Pei 10 Oz,411.22
2,"Gin - Gilbeys London, Dry",443.29
9,Pork - Caul Fat,260.17
6,"Rum - Coconut, Malibu",700.47
8,"Stock - Beef, Brown",965.34
1,Wine - Magnotta - Bel Paese White,159.04
2,Wine - Pinot Noir Mondavi Coastal,45.08
7,Container - Clear 16 Oz,775.13
3,Caviar - Salmon,787.53
7,Beer - Guiness,324.75
4,Pea - Snow,171.61
4,"Doilies - 7, Paper",774.52
3,Cheese - Comte,904.84
8,"Lamb - Whole, Frozen",475.45
2,Cabbage - Nappa,641.36
7,Wine - Duboeuf Beaujolais,333.17
4,"Chilli Paste, Hot Sambal Oelek",602.77
8,Veal - Loin,63.57
10,Table Cloth 144x90 White,24.77
7,Lettuce - Escarole,945.91
8,Beets - Golden,832.14
8,"Juice - Orange, Concentrate",788.01
7,Lamb Leg - Bone - In Nz,939.29
2,Lettuce - Baby Salad Greens,177.28
8,"Coffee - Beans, Whole",844.42
1,"Cheese - Cheddar, Mild",699.34
6,Lemonade - Pineapple Passion,722.19
8,Truffle - Whole Black Peeled,172.88
7,Container Clear 8 Oz,924.47
4,Wine - Acient Coast Caberne,362.12
1,"Clams - Littleneck, Whole",16.98
2,Tea - Green,546.51
3,Muffin Carrot - Individual,526.8
2,Cheese - Mix,938.1
9,Sauce - Alfredo,29.89
2,"Pineapple - Canned, Rings",211.88
1,Ezy Change Mophandle,478.26
2,Cheese - Bocconcini,747.02
4,Pate - Peppercorn,953.62
4,Table Cloth 62x114 Colour,257.3
2,"Pork - Tenderloin, Fresh",370.44
2,Relish,761.62
3,Island Oasis - Lemonade,19.39
6,Leeks - Large,224.17
4,Longos - Burritos,31.67
6,Longos - Assorted Sandwich,297.92
7,Soup - Campbells Bean Medley,768.36
7,Bread - Multigrain Oval,616.85
7,Cabbage - Nappa,813.05
1,Maintenance Removal Charge,132.4
10,Nantucket - 518ml,90.15
2,Beef - Striploin Aa,32.95
10,Tea - Decaf 1 Cup,192.33
4,"Bag - Bread, White, Plain",583.93
10,Sugar - White Packet,832.91
8,Wiberg Cure,291.21
10,Cilantro / Coriander - Fresh,594.87
3,Sobe - Liz Blizz,351.22
8,Kippers - Smoked,157.47
9,"7up Diet, 355 Ml",942.76
3,"Tabasco Sauce, 2 Oz",622.31
9,Wine - Vovray Sec Domaine Huet,653.33
4,Cranberries - Fresh,22.91
7,Venison - Ground,999.18
6,Pepper - Orange,999.11
10,Vinegar - Tarragon,515.73
4,Leeks - Large,762.73
2,"Oranges - Navel, 72",603.51
3,Appetiser - Bought,89.42
10,Potatoes - Pei 10 Oz,44.87
9,Dates,872.99
2,Wine - Chateau Bonnet,955.1
3,Pineapple - Golden,82.04
5,"Veal - Brisket, Provimi, Bone - In",953.6
1,Coffee Cup 16oz Foam,77.65
1,"Mushroom - Morels, Dry",898.43
9,Mustard - Individual Pkg,33.59
5,Carbonated Water - Blackcherry,949.65
4,"Beef - Rib Roast, Cap On",983.19
1,Puree - Guava,376.84
2,Seabream Whole Farmed,678.67
9,Sprouts - Brussel,39.05
7,Cloves - Whole,988.53
